Feat, featLink, book, bookLink
Improved Counterspell,/feats/players-handbook-v35--6/improved-counterspell--1461/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
Improved Critical,/feats/players-handbook-v35--6/improved-critical--1463/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
Improved Damage Reduction,/feats/eberron-campaign-setting--12/improved-damage-reduction--1464/,Eberron Campaign Setting,/rulebooks/eberron-35--3/eberron-campaign-setting--12/
Improved Darkvision,/feats/epic-level-handbook--41/improved-darkvision--1465/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Improved Death Attack,/feats/epic-level-handbook--41/improved-death-attack--1466/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Improved Deflection,/feats/ghostwalk--94/improved-deflection--3557/,Ghostwalk,/rulebooks/supplementals-30--7/ghostwalk--94/
Improved Disarm,/feats/players-handbook-v35--6/improved-disarm--1468/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
Improved Diversion,/feats/complete-adventurer--54/improved-diversion--1469/,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
Improved Draconian Breath Weapon,/feats/dragonlance-campaign-setting--98/improved-draconian-breath-weapon--3615/,Dragonlance Campaign Setting,/rulebooks/dragonlance--9/dragonlance-campaign-setting--98/
Improved Draconic Aura,/feats/dragonmarked--7/improved-draconic-aura--1470/,Dragonmarked,/rulebooks/eberron-35--3/dragonmarked--7/
Improved Dragon Wings,/feats/races-of-the-dragon--83/improved-dragon-wings--1471/,Races of the Dragon,/rulebooks/supplementals-35--5/races-of-the-dragon--83/
Improved Elemental Heritage [Air],/feats/planar-handbook--79/improved-elemental-heritage-air--1472/,Planar Handbook,/rulebooks/supplementals-35--5/planar-handbook--79/
Improved Elemental Heritage [Earth],/feats/planar-handbook--79/improved-elemental-heritage-earth--1473/,Planar Handbook,/rulebooks/supplementals-35--5/planar-handbook--79/
Improved Elemental Heritage [Fire],/feats/planar-handbook--79/improved-elemental-heritage-fire--1474/,Planar Handbook,/rulebooks/supplementals-35--5/planar-handbook--79/
Improved Elemental Heritage [Water],/feats/planar-handbook--79/improved-elemental-heritage-water--1475/,Planar Handbook,/rulebooks/supplementals-35--5/planar-handbook--79/
Improved Elemental Wild Shape,/feats/dungeon-masters-guide-v35--4/improved-elemental-wild-shape--1476/,Dungeon Master&#39;s Guide v.3.5,/rulebooks/core-35--1/dungeon-masters-guide-v35--4/
Improved Elemental Wild Shape,/feats/epic-level-handbook--41/improved-elemental-wild-shape--1477/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Improved Energy Drain,/feats/libris-mortis-the-book-of-the-dead--71/improved-energy-drain--1478/,Libris Mortis: The Book of the Dead,/rulebooks/supplementals-35--5/libris-mortis-the-book-of-the-dead--71/
Improved Energy Resistance,/feats/races-of-faerun--23/improved-energy-resistance--1479/,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
Improved Essentia Capacity,/feats/magic-of-incarnum--74/improved-essentia-capacity--1480/,Magic of Incarnum,/rulebooks/supplementals-35--5/magic-of-incarnum--74/
Improved Familiar,/feats/complete-scoundrel--60/improved-familiar--1481/,Complete Scoundrel,/rulebooks/supplementals-35--5/complete-scoundrel--60/
Improved Familiar,/feats/complete-warrior--61/improved-familiar--1482/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
Improved Familiar,/feats/forgotten-realms-campaign-setting--19/improved-familiar--1483/,Forgotten Realms Campaign Setting,/rulebooks/forgotten-realms-30--6/forgotten-realms-campaign-setting--19/
Improved Familiar,/feats/players-guide-to-faerun--22/improved-familiar--1484/,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
Improved Familiar,/feats/races-of-faerun--23/improved-familiar--1485/,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
Improved Familiar,/feats/serpent-kingdoms--24/improved-familiar--1486/,Serpent Kingdoms,/rulebooks/forgotten-realms-35--4/serpent-kingdoms--24/
Improved Familiar,/feats/tome-and-blood-a-guidebook-to-wizards-and-sorcerers--51/improved-familiar--1487/,Tome and Blood: A Guidebook to Wizards and Sorcerers,/rulebooks/supplementals-30--7/tome-and-blood-a-guidebook-to-wizards-and-sorcerers--51/
Improved Favored Enemy,/feats/complete-warrior--61/improved-favored-enemy--1488/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
Improved Favored Enemy,/feats/dungeon-masters-guide-v35--4/improved-favored-enemy--1489/,Dungeon Master&#39;s Guide v.3.5,/rulebooks/core-35--1/dungeon-masters-guide-v35--4/
Improved Favored Enemy,/feats/epic-level-handbook--41/improved-favored-enemy--1490/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Improved Feint,/feats/players-handbook-v35--6/improved-feint--1491/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
Improved fiendish Servant,/feats/champions-of-ruin--27/improved-fiendish-servant--1492/,Champions of Ruin,/rulebooks/forgotten-realms-35--4/champions-of-ruin--27/
Improved Flight,/feats/races-of-the-wild--84/improved-flight--1493/,Races of the Wild,/rulebooks/supplementals-35--5/races-of-the-wild--84/
Improved Flight,/feats/complete-adventurer--54/improved-flight--1494/,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
Improved Flight,/feats/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/improved-flight--1495/,Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers,/rulebooks/supplementals-30--7/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/
Improved Flight,/feats/races-of-faerun--23/improved-flight--1496/,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
Improved Flight Item,/feats/sharn-city-of-towers--11/improved-flight-item--1498/,Sharn: City of Towers,/rulebooks/eberron-35--3/sharn-city-of-towers--11/
Improved Flyby Attack,/feats/epic-level-handbook--41/improved-flyby-attack--1499/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Improved Flyby Attack,/feats/savage-species--47/improved-flyby-attack--1500/,Savage Species,/rulebooks/supplementals-30--7/savage-species--47/
Improved Fortification,/feats/monster-manual-iii--76/improved-fortification--1501/,Monster Manual III,/rulebooks/supplementals-35--5/monster-manual-iii--76/
Improved Fortification,/feats/eberron-campaign-setting--12/improved-fortification--1502/,Eberron Campaign Setting,/rulebooks/eberron-35--3/eberron-campaign-setting--12/
Improved Frosty Touch,/feats/frostburn--68/improved-frosty-touch--1504/,Frostburn,/rulebooks/supplementals-35--5/frostburn--68/
Improved Ghost Flight,/feats/ghostwalk--94/improved-ghost-flight--3558/,Ghostwalk,/rulebooks/supplementals-30--7/ghostwalk--94/
Improved Grapple,/feats/deities-and-demigods--39/improved-grapple--1505/,Deities and Demigods,/rulebooks/supplementals-30--7/deities-and-demigods--39/
Improved Grapple,/feats/players-handbook-v35--6/improved-grapple--1506/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
Improved Grapple,/feats/unapproachable-east--33/improved-grapple--1507/,Unapproachable East,/rulebooks/forgotten-realms-30--6/unapproachable-east--33/
Improved Grapple,/feats/oriental-adventures--96/improved-grapple--3709/,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
Improved Heat Endurance,/feats/sandstorm--85/improved-heat-endurance--1508/,Sandstorm,/rulebooks/supplementals-35--5/sandstorm--85/
Improved Heighten Spell,/feats/epic-level-handbook--41/improved-heighten-spell--1509/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Improved Homunculus,/feats/magic-of-eberron--9/improved-homunculus--1510/,Magic of Eberron,/rulebooks/eberron-35--3/magic-of-eberron--9/
Improved Initiative,/feats/players-handbook-v35--6/improved-initiative--1512/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
Improved Ki Strike,/feats/epic-level-handbook--41/improved-ki-strike--1513/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Improved Ki Strike,/feats/epic-level-handbook--41/improved-ki-strike--3650/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Improved Levitation,/feats/races-of-faerun--23/improved-levitation--1514/,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
Improved Levitation,/feats/underdark--34/improved-levitation--3594/,Underdark,/rulebooks/forgotten-realms-35--4/underdark--34/
Improved Low Blow,/feats/races-of-faerun--23/improved-low-blow--1515/,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
Improved Low-Light Vision,/feats/epic-level-handbook--41/improved-low-light-vision--1516/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Improved Maneuverability,/feats/draconomicon--92/improved-maneuverability--3225/,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
Improved Manifestation,/feats/epic-level-handbook--41/improved-manifestation--1517/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Improved Manifestation,/feats/expanded-psionics-handbook--65/improved-manifestation--1518/,Expanded Psionics Handbook,/rulebooks/supplementals-35--5/expanded-psionics-handbook--65/
Improved Manyshot,/feats/epic-level-handbook--41/improved-manyshot--1519/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Improved Metamagic,/feats/dungeon-masters-guide-v35--4/improved-metamagic--1520/,Dungeon Master&#39;s Guide v.3.5,/rulebooks/core-35--1/dungeon-masters-guide-v35--4/
Improved Metamagic,/feats/epic-level-handbook--41/improved-metamagic--1521/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Improved Metapsionics,/feats/expanded-psionics-handbook--65/improved-metapsionics--1522/,Expanded Psionics Handbook,/rulebooks/supplementals-35--5/expanded-psionics-handbook--65/
Improved Mounted Archery,/feats/complete-warrior--61/improved-mounted-archery--1523/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
Improved Multiattack,/feats/epic-level-handbook--41/improved-multiattack--1524/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Improved Multiattack,/feats/savage-species--47/improved-multiattack--1525/,Savage Species,/rulebooks/supplementals-30--7/savage-species--47/
Improved Multiattack,/feats/draconomicon--92/improved-multiattack--3226/,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
Improved Multiweapon Fighting,/feats/deities-and-demigods--39/improved-multiweapon-fighting--1526/,Deities and Demigods,/rulebooks/supplementals-30--7/deities-and-demigods--39/
Improved Multiweapon Fighting,/feats/savage-species--47/improved-multiweapon-fighting--1527/,Savage Species,/rulebooks/supplementals-30--7/savage-species--47/
Improved Multiweapon Fighting,/feats/epic-level-handbook--41/improved-multiweapon-fighting--3646/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Improved Natural Armor,/feats/monster-manual-iii--76/improved-natural-armor--1528/,Monster Manual III,/rulebooks/supplementals-35--5/monster-manual-iii--76/
Improved Natural Armor,/feats/monster-manual-v35--5/improved-natural-armor--1529/,Monster Manual v.3.5,/rulebooks/core-35--1/monster-manual-v35--5/
Improved Natural Armor,/feats/races-of-faerun--23/improved-natural-armor--1530/,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
Improved Natural Attack,/feats/eberron-campaign-setting--12/improved-natural-attack--1531/,Eberron Campaign Setting,/rulebooks/eberron-35--3/eberron-campaign-setting--12/
Improved Natural Attack,/feats/monster-manual-iii--76/improved-natural-attack--1532/,Monster Manual III,/rulebooks/supplementals-35--5/monster-manual-iii--76/
Improved Natural Attack,/feats/monster-manual-v35--5/improved-natural-attack--1533/,Monster Manual v.3.5,/rulebooks/core-35--1/monster-manual-v35--5/
Improved Natural Attack,/feats/monster-manual-iv--77/improved-natural-attack--1534/,Monster Manual IV,/rulebooks/supplementals-35--5/monster-manual-iv--77/
Improved Natural Attack,/feats/monster-manual-v--78/improved-natural-attack--1535/,Monster Manual V,/rulebooks/supplementals-35--5/monster-manual-v--78/
Improved Oneiromancy,/feats/heroes-of-horror--70/improved-oneiromancy--1536/,Heroes of Horror,/rulebooks/supplementals-35--5/heroes-of-horror--70/
Improved Outer plane Heritage [Anarchic],/feats/planar-handbook--79/improved-outer-plane-heritage-anarchic--1537/,Planar Handbook,/rulebooks/supplementals-35--5/planar-handbook--79/
Improved Outer plane Heritage [Axiomatic],/feats/planar-handbook--79/improved-outer-plane-heritage-axiomatic--1538/,Planar Handbook,/rulebooks/supplementals-35--5/planar-handbook--79/
Improved Outer plane Heritage [Celestial],/feats/planar-handbook--79/improved-outer-plane-heritage-celestial--1539/,Planar Handbook,/rulebooks/supplementals-35--5/planar-handbook--79/
Improved Outer plane Heritage [Fiendish],/feats/planar-handbook--79/improved-outer-plane-heritage-fiendish--1540/,Planar Handbook,/rulebooks/supplementals-35--5/planar-handbook--79/
Improved Overrun,/feats/players-handbook-v35--6/improved-overrun--1541/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
Improved Overrun,/feats/sword-and-fist-a-guidebook-to-monks-and-fighters--50/improved-overrun--1542/,Sword and Fist: A Guidebook to Monks and Fighters,/rulebooks/supplementals-30--7/sword-and-fist-a-guidebook-to-monks-and-fighters--50/
Improved paralysis,/feats/libris-mortis-the-book-of-the-dead--71/improved-paralysis--1543/,Libris Mortis: The Book of the Dead,/rulebooks/supplementals-35--5/libris-mortis-the-book-of-the-dead--71/
Improved Poltergeist Hand,/feats/ghostwalk--94/improved-poltergeist-hand--3560/,Ghostwalk,/rulebooks/supplementals-30--7/ghostwalk--94/
Improved Precise Shot,/feats/players-handbook-v35--6/improved-precise-shot--1544/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
Improved Psicrystal,/feats/psionics-handbook-30--46/improved-psicrystal--1545/,Psionics Handbook 3.0,/rulebooks/supplementals-30--7/psionics-handbook-30--46/
Improved Psicrystal,/feats/expanded-psionics-handbook--65/improved-psicrystal--1546/,Expanded Psionics Handbook,/rulebooks/supplementals-35--5/expanded-psionics-handbook--65/
Improved Rapid Shot,/feats/complete-warrior--61/improved-rapid-shot--1547/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
Improved Rapidstrike,/feats/draconomicon--92/improved-rapidstrike--3228/,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
Improved Resiliency,/feats/races-of-eberron--10/improved-resiliency--1548/,Races of Eberron,/rulebooks/eberron-35--3/races-of-eberron--10/
Improved Resist Dragonfear,/feats/dragonlance-campaign-setting--98/improved-resist-dragonfear--3616/,Dragonlance Campaign Setting,/rulebooks/dragonlance--9/dragonlance-campaign-setting--98/
Improved Rock Hurling,/feats/races-of-stone--82/improved-rock-hurling--1549/,Races of Stone,/rulebooks/supplementals-35--5/races-of-stone--82/
Improved Scent,/feats/savage-species--47/improved-scent--1550/,Savage Species,/rulebooks/supplementals-30--7/savage-species--47/
Improved Shield Bash,/feats/players-handbook-v35--6/improved-shield-bash--1552/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
Improved Shield Bash,/feats/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/improved-shield-bash--3642/,Defenders of the Faith: A Guidebook to Clerics and Paladins,/rulebooks/supplementals-30--7/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/
Improved Shieldmate,/feats/miniatures-handbook--75/improved-shieldmate--1553/,Miniatures Handbook,/rulebooks/supplementals-35--5/miniatures-handbook--75/
Improved Sigil (Aesh),/feats/races-of-destiny--81/improved-sigil-aesh--1554/,Races of Destiny,/rulebooks/supplementals-35--5/races-of-destiny--81/
Improved Sigil (Hoon),/feats/races-of-destiny--81/improved-sigil-hoon--1555/,Races of Destiny,/rulebooks/supplementals-35--5/races-of-destiny--81/
Improved Sigil (Krau),/feats/races-of-destiny--81/improved-sigil-krau--1556/,Races of Destiny,/rulebooks/supplementals-35--5/races-of-destiny--81/
Improved Sigil (Naen),/feats/races-of-destiny--81/improved-sigil-naen--1557/,Races of Destiny,/rulebooks/supplementals-35--5/races-of-destiny--81/
Improved Sigil (Uur),/feats/races-of-destiny--81/improved-sigil-uur--1558/,Races of Destiny,/rulebooks/supplementals-35--5/races-of-destiny--81/
Improved Sigil (Vaul),/feats/races-of-destiny--81/improved-sigil-vaul--1559/,Races of Destiny,/rulebooks/supplementals-35--5/races-of-destiny--81/
Improved Skirmish ,/feats/complete-scoundrel--60/improved-skirmish--1560/,Complete Scoundrel,/rulebooks/supplementals-35--5/complete-scoundrel--60/
Improved Smiting,/feats/complete-divine--56/improved-smiting--1563/,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
Improved Snatch,/feats/draconomicon--92/improved-snatch--3229/,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
