id,name,link,book,bookLink
1854,Initiate of Loviatar,/feats/champions-of-ruin--27/initiate-of-loviatar--1636/,Champions of Ruin,/rulebooks/forgotten-realms-35--4/champions-of-ruin--27/
1855,Initiate of Loviatar,/feats/shining-south--25/initiate-of-loviatar--1637/,Shining South,/rulebooks/forgotten-realms-35--4/shining-south--25/
1856,Initiate of Milil,/feats/champions-of-valor--28/initiate-of-milil--1638/,Champions of Valor,/rulebooks/forgotten-realms-35--4/champions-of-valor--28/
1857,Initiate of Nobanion,/feats/champions-of-valor--28/initiate-of-nobanion--1639/,Champions of Valor,/rulebooks/forgotten-realms-35--4/champions-of-valor--28/
1858,Initiate of Shar,/feats/champions-of-ruin--27/initiate-of-shar--1640/,Champions of Ruin,/rulebooks/forgotten-realms-35--4/champions-of-ruin--27/
1859,Initiate of Shar,/feats/city-of-splendors-waterdeep--16/initiate-of-shar--1641/,City of Splendors: Waterdeep,/rulebooks/forgotten-realms-35--4/city-of-splendors-waterdeep--16/
1860,Initiate of Tamara,/feats/dragon-magic--62/initiate-tamara--3621/,Dragon Magic,/rulebooks/supplementals-35--5/dragon-magic--62/
1861,Initiate of Tchazzar,/feats/dragons-of-faerun--26/initiate-of-tchazzar--1643/,Dragons of Faerun,/rulebooks/forgotten-realms-35--4/dragons-of-faerun--26/
1862,Initiate of the Holy Realm,/feats/champions-of-valor--28/initiate-of-the-holy-realm--1644/,Champions of Valor,/rulebooks/forgotten-realms-35--4/champions-of-valor--28/
1863,Initiate of Tiamat ,/feats/dragon-magic--62/initiate-of-tiamat--1645/,Dragon Magic,/rulebooks/supplementals-35--5/dragon-magic--62/
1864,Initiate of Torm,/feats/champions-of-valor--28/initiate-of-torm--1646/,Champions of Valor,/rulebooks/forgotten-realms-35--4/champions-of-valor--28/
1865,Initiate of Tymora,/feats/champions-of-valor--28/initiate-of-tymora--1647/,Champions of Valor,/rulebooks/forgotten-realms-35--4/champions-of-valor--28/
1866,Initiate of Tyr,/feats/players-guide-to-faerun--22/initiate-tyr--3272/,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
1867,Initiate of Varae,/feats/champions-of-ruin--27/initiate-of-varae--1648/,Champions of Ruin,/rulebooks/forgotten-realms-35--4/champions-of-ruin--27/
1868,Inlindl School,/feats/drow-of-the-underdark--93/inlindl-school--3459/,Drow of the Underdark,/rulebooks/supplementals-35--5/drow-of-the-underdark--93/
1869,Innate Spell,/feats/complete-arcane--55/innate-spell--1649/,Complete Arcane,/rulebooks/supplementals-35--5/complete-arcane--55/
1870,Innate Spell,/feats/forgotten-realms-campaign-setting--19/innate-spell--1650/,Forgotten Realms Campaign Setting,/rulebooks/forgotten-realms-30--6/forgotten-realms-campaign-setting--19/
1871,Innate Spell,/feats/players-guide-to-faerun--22/innate-spell--1651/,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
1872,Innate Spell,/feats/tome-and-blood-a-guidebook-to-wizards-and-sorcerers--51/innate-spell--1652/,Tome and Blood: A Guidebook to Wizards and Sorcerers,/rulebooks/supplementals-30--7/tome-and-blood-a-guidebook-to-wizards-and-sorcerers--51/
1873,Inner Strength,/feats/psionics-handbook-30--46/inner-strength--1653/,Psionics Handbook 3.0,/rulebooks/supplementals-30--7/psionics-handbook-30--46/
1874,Inquisitor,/feats/expanded-psionics-handbook--65/inquisitor--1654/,Expanded Psionics Handbook,/rulebooks/supplementals-35--5/expanded-psionics-handbook--65/
1875,Insane Defiance,/feats/elder-evils--110/insane-defiance--3518/,Elder Evils,/rulebooks/supplementals-35--5/elder-evils--110/
1876,Inscribe Epic Runes,/feats/players-guide-to-faerun--22/inscribe-epic-runes--1655/,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
1877,Inscribe Rune,/feats/forgotten-realms-campaign-setting--19/inscribe-rune--1656/,Forgotten Realms Campaign Setting,/rulebooks/forgotten-realms-30--6/forgotten-realms-campaign-setting--19/
1878,Inscribe Rune,/feats/players-guide-to-faerun--22/inscribe-rune--1657/,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
1879,Inside Connection,/feats/races-of-destiny--81/inside-connection--1658/,Races of Destiny,/rulebooks/supplementals-35--5/races-of-destiny--81/
1880,Insidious Magic,/feats/forgotten-realms-campaign-setting--19/insidious-magic--1659/,Forgotten Realms Campaign Setting,/rulebooks/forgotten-realms-30--6/forgotten-realms-campaign-setting--19/
1881,Insidious Magic,/feats/players-guide-to-faerun--22/insidious-magic--1660/,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
1882,Insidious Terror,/feats/secrets-of-sarlona--14/insidious-terror--3414/,Secrets of Sarlona,/rulebooks/eberron-35--3/secrets-of-sarlona--14/
1883,Insightful,/feats/complete-arcane--55/insightful--1662/,Complete Arcane,/rulebooks/supplementals-35--5/complete-arcane--55/
1884,Insightful Divination,/feats/complete-mage--58/insightful-divination--1663/,Complete Mage,/rulebooks/supplementals-35--5/complete-mage--58/
1885,Insightful Reflexes,/feats/complete-adventurer--54/insightful-reflexes--1664/,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
1886,Inspirational Leadership,/feats/heroes-of-battle--69/inspirational-leadership--1665/,Heroes of Battle,/rulebooks/supplementals-35--5/heroes-of-battle--69/
1887,Inspire Excellence,/feats/epic-level-handbook--41/inspire-excellence--1666/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
1888,Inspire Spellpower,/feats/races-of-stone--82/inspire-spellpower--1667/,Races of Stone,/rulebooks/supplementals-35--5/races-of-stone--82/
1889,Instant Clarity ,/feats/tome-of-battle-the-book-of-nine-swords--88/instant-clarity--1668/,Tome of Battle: The Book of Nine Swords,/rulebooks/supplementals-35--5/tome-of-battle-the-book-of-nine-swords--88/
1890,Instant Reload,/feats/epic-level-handbook--41/instant-reload--1669/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
1891,Instantaneous Rage,/feats/complete-warrior--61/instantaneous-rage--1670/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
1892,Instantaneous Rage,/feats/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/instantaneous-rage--1671/,Masters of the Wild: A Guidebook to Barbarians Druids and Rangers,/rulebooks/supplementals-30--7/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/
1893,Instinctive Consummator,/feats/complete-psionic--59/instinctive-consummator--1672/,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
1894,Instinctive Darkness,/feats/drow-of-the-underdark--93/instinctive-darkness--3427/,Drow of the Underdark,/rulebooks/supplementals-35--5/drow-of-the-underdark--93/
1895,Intensify Darkness,/feats/drow-of-the-underdark--93/intensify-darkness--3428/,Drow of the Underdark,/rulebooks/supplementals-35--5/drow-of-the-underdark--93/
1896,Intensify Spell,/feats/epic-level-handbook--41/intensify-spell--1673/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
1897,Intimidating Rage,/feats/complete-warrior--61/intimidating-rage--1674/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
1898,Intimidating Rage,/feats/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/intimidating-rage--1675/,Masters of the Wild: A Guidebook to Barbarians Druids and Rangers,/rulebooks/supplementals-30--7/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/
1899,Intimidating Strike,/feats/players-handbook-ii--80/intimidating-strike--1676/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
1900,Intuitive Attack,/feats/book-of-exalted-deeds--52/intuitive-attack--1677/,Book of Exalted Deeds,/rulebooks/supplementals-35--5/book-of-exalted-deeds--52/
1901,Inured to Energy,/feats/savage-species--47/inured-to-energy--1678/,Savage Species,/rulebooks/supplementals-30--7/savage-species--47/
1902,Invest Armor,/feats/races-of-stone--82/invest-armor--1679/,Races of Stone,/rulebooks/supplementals-35--5/races-of-stone--82/
1903,Invest Armor,/feats/complete-psionic--59/invest-armor--1680/,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
1904,Investigate,/feats/eberron-campaign-setting--12/investigate--1681/,Eberron Campaign Setting,/rulebooks/eberron-35--3/eberron-campaign-setting--12/
1905,Investigator,/feats/players-handbook-v35--6/investigator--1682/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
1906,Invisible Needle,/feats/complete-mage--58/invisible-needle--1683/,Complete Mage,/rulebooks/supplementals-35--5/complete-mage--58/
1907,Invisible Spell ,/feats/cityscape--53/invisible-spell--1684/,CityScape,/rulebooks/supplementals-35--5/cityscape--53/
1908,Involuntary Rage,/feats/savage-species--47/involuntary-rage--1685/,Savage Species,/rulebooks/supplementals-30--7/savage-species--47/
1909,Iron Mind,/feats/races-of-faerun--23/iron-mind--1686/,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
1910,Iron Will,/feats/players-handbook-v35--6/iron-will--1688/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
1911,Ironheart Aura,/feats/tome-of-battle-the-book-of-nine-swords--88/ironheart-aura--1689/,Tome of Battle: The Book of Nine Swords,/rulebooks/supplementals-35--5/tome-of-battle-the-book-of-nine-swords--88/
1912,Ironskin Chant,/feats/complete-adventurer--54/ironskin-chant--1690/,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
1913,Ironwood Body,/feats/races-of-eberron--10/ironwood-body--1691/,Races of Eberron,/rulebooks/eberron-35--3/races-of-eberron--10/
1914,Irresistible Gaze,/feats/serpent-kingdoms--24/irresistible-gaze--1692/,Serpent Kingdoms,/rulebooks/forgotten-realms-35--4/serpent-kingdoms--24/
1915,Irresistible Gaze,/feats/savage-species--47/irresistible-gaze--3634/,Savage Species,/rulebooks/supplementals-30--7/savage-species--47/
1916,Item Familiar,/feats/unearthed-arcana--90/item-familiar--1693/,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
1917,Item Reprieve,/feats/lost-empires-of-faerun--30/item-reprieve--1694/,Lost Empires of Faerun,/rulebooks/forgotten-realms-35--4/lost-empires-of-faerun--30/
1918,Jack of All Trades,/feats/complete-adventurer--54/jack-of-all-trades--1695/,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
1919,Jack of All Trades,/feats/deities-and-demigods--39/jack-of-all-trades--1696/,Deities and Demigods,/rulebooks/supplementals-30--7/deities-and-demigods--39/
1920,Jack of All Trades,/feats/faiths-pantheons--18/jack-of-all-trades--1697/,Faiths &amp; Pantheons,/rulebooks/forgotten-realms-30--6/faiths-pantheons--18/
1921,Jack of All Trades,/feats/song-and-silence-a-guidebook-to-bards-and-rogues--48/jack-all-trades--3532/,Song and Silence: A Guidebook to Bards and Rogues,/rulebooks/supplementals-30--7/song-and-silence-a-guidebook-to-bards-and-rogues--48/
1922,Jaws of Death,/feats/races-of-eberron--10/jaws-of-death--1699/,Races of Eberron,/rulebooks/eberron-35--3/races-of-eberron--10/
1923,Jergal&#39;s Pact,/feats/lost-empires-of-faerun--30/jergals-pact--1700/,Lost Empires of Faerun,/rulebooks/forgotten-realms-35--4/lost-empires-of-faerun--30/
1924,Jester&#39;s Magic,/feats/city-of-splendors-waterdeep--16/jesters-magic--1701/,City of Splendors: Waterdeep,/rulebooks/forgotten-realms-35--4/city-of-splendors-waterdeep--16/
1925,Jotunbrud,/feats/races-of-faerun--23/jotunbrud--1702/,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
1926,Judged by Aurifar,/feats/sandstorm--85/judged-by-aurifar--1703/,Sandstorm,/rulebooks/supplementals-35--5/sandstorm--85/
1927,Jungle Stamina,/feats/races-of-faerun--23/jungle-stamina--1704/,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
1928,Jungle Veteran,/feats/secrets-of-xendrik--15/jungle-veteran--1705/,Secrets of Xen&#39;drik,/rulebooks/eberron-35--3/secrets-of-xendrik--15/
1929,Kalashtar Mindlink,/feats/secrets-of-sarlona--14/kalashtar-mindlink--1706/,Secrets of Sarlona,/rulebooks/eberron-35--3/secrets-of-sarlona--14/
1930,Kalashtar Thoughtshifter,/feats/races-of-eberron--10/kalashtar-thoughtshifter--1707/,Races of Eberron,/rulebooks/eberron-35--3/races-of-eberron--10/
1931,Kami&#39;s Intuition,/feats/oriental-adventures--96/kamis-intuition--3710/,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
1932,Karmic Strike,/feats/complete-warrior--61/karmic-strike--1708/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
1933,Karmic Strike,/feats/oriental-adventures--96/karmic-strike--3711/,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
1934,Karmic Twin,/feats/oriental-adventures--96/karmic-twin--3712/,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
1935,Keen Intellect,/feats/unapproachable-east--33/keen-intellect--3183/,Unapproachable East,/rulebooks/forgotten-realms-30--6/unapproachable-east--33/
1936,Keen Intellect,/feats/oriental-adventures--96/keen-intellect--3713/,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
1937,Keen Strike,/feats/epic-level-handbook--41/keen-strike--1709/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
1938,Keen-Eared Scout,/feats/players-handbook-ii--80/keen-eared-scout--1710/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
1939,Keeper of Forbidden Lore ,/feats/fiendish-codex-i-hordes-of-the-abyss--66/keeper-of-forbidden-lore--1711/,Fiendish Codex I: Hordes of the Abyss,/rulebooks/supplementals-35--5/fiendish-codex-i-hordes-of-the-abyss--66/
1940,Ki Blast,/feats/players-handbook-ii--80/kiblast--1712/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
1941,Ki Shout,/feats/oriental-adventures--96/ki-shout--3679/,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
1942,Kiai Shout,/feats/complete-warrior--61/kiai-shout--1713/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
1943,Kihu-Sherem Guardian,/feats/ghostwalk--94/kihu-sherem-guardian--3564/,Ghostwalk,/rulebooks/supplementals-30--7/ghostwalk--94/
1944,Killoren Ancient,/feats/races-of-the-wild--84/killoren-ancient--1714/,Races of the Wild,/rulebooks/supplementals-35--5/races-of-the-wild--84/
1945,Killoren Destroyer,/feats/races-of-the-wild--84/killoren-destroyer--1715/,Races of the Wild,/rulebooks/supplementals-35--5/races-of-the-wild--84/
1946,Killoren Hunter,/feats/races-of-the-wild--84/killoren-hunter--1716/,Races of the Wild,/rulebooks/supplementals-35--5/races-of-the-wild--84/
1947,Kin Mastery,/feats/dragon-compendium--109/kin-mastery--3370/,Dragon Compendium,/rulebooks/supplementals-35--5/dragon-compendium--109/
1948,Knifefighter,/feats/players-guide-to-faerun--22/knifefighter--1717/,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
1949,Knight of Stars,/feats/book-of-exalted-deeds--52/knight-of-stars--1718/,Book of Exalted Deeds,/rulebooks/supplementals-35--5/book-of-exalted-deeds--52/
1950,Knight Of The Lolth,/feats/drow-of-the-underdark--93/knight-lolth--3432/,Drow of the Underdark,/rulebooks/supplementals-35--5/drow-of-the-underdark--93/
1951,Knight of the Red Falcon,/feats/champions-of-valor--28/knight-of-the-red-falcon--1719/,Champions of Valor,/rulebooks/forgotten-realms-35--4/champions-of-valor--28/
1952,Knight of the Risen Scepter,/feats/champions-of-valor--28/knight-of-the-risen-scepter--1720/,Champions of Valor,/rulebooks/forgotten-realms-35--4/champions-of-valor--28/
1953,Knight of Tyr&#39;s Holy Judgment,/feats/champions-of-valor--28/knight-of-tyrs-holy-judgment--1721/,Champions of Valor,/rulebooks/forgotten-realms-35--4/champions-of-valor--28/
1954,Knight ot Tyr&#39;s Merciful Sword,/feats/champions-of-valor--28/knight-ot-tyrs-merciful-sword--1722/,Champions of Valor,/rulebooks/forgotten-realms-35--4/champions-of-valor--28/
1955,Knight Training,/feats/eberron-campaign-setting--12/knight-training--1723/,Eberron Campaign Setting,/rulebooks/eberron-35--3/eberron-campaign-setting--12/
1956,Knock-down,/feats/deities-and-demigods--39/knock-down--1725/,Deities and Demigods,/rulebooks/supplementals-30--7/deities-and-demigods--39/
1957,Knock-Down,/feats/sword-and-fist-a-guidebook-to-monks-and-fighters--50/knock-down--3189/,Sword and Fist: A Guidebook to Monks and Fighters,/rulebooks/supplementals-30--7/sword-and-fist-a-guidebook-to-monks-and-fighters--50/
1958,Knockback,/feats/races-of-stone--82/knockback--1724/,Races of Stone,/rulebooks/supplementals-35--5/races-of-stone--82/
1959,Knockdown Power,/feats/complete-psionic--59/knockdown-power--1726/,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
1960,Knowledge Devotion,/feats/complete-champion--57/knowledge-devotion--1727/,Complete Champion,/rulebooks/supplementals-35--5/complete-champion--57/
1961,Kobold Endurance,/feats/races-of-the-dragon--83/kobold-endurance--1728/,Races of the Dragon,/rulebooks/supplementals-35--5/races-of-the-dragon--83/
1962,Kobold Foe Strike,/feats/races-of-the-dragon--83/kobold-foe-strike--1729/,Races of the Dragon,/rulebooks/supplementals-35--5/races-of-the-dragon--83/
1963,Kung Fu Genius,/feats/dragon-compendium--109/kung-fu-genius--3371/,Dragon Compendium,/rulebooks/supplementals-35--5/dragon-compendium--109/
1964,Kuo-Toan Monasticism,/feats/monster-manual-v--78/kuo-toan-monasticism--1730/,Monster Manual V,/rulebooks/supplementals-35--5/monster-manual-v--78/
